ID,Name,Artist,Album,Year,Tempo,Energy,Key,Pitch,MFCC,Mode
SORSEYK12AB01870D6,My Pillow,Roger Miller,Country In My Pillow,0,37.965,0.0,11,11,2,1
SOIHMRM12A6D4F89CC,Check 1_2,EPMD,Out Of Business,1999,200.265,0.0,1,1,1,1
SOUUOFU12AB018157C,Start Moving,Sal Mineo,Backline Volume 46,0,161.47,0.0,0,0,2,1
SOQERJP12A8C14130F,Everyone (LP Version),Socialburn,Where You Are,2003,91.231,0.0,9,9,0,1
SOFAICL12AB018F914,Thug Love,X-Raided featuring Teddy Bear_ Big Pook_ T-Nutty,X-Filez V.3: The Madman Era,0,130.421,0.0,5,1,1,0
SOLPVLB12AB01879CB,Mean Old World Blues,T-Bone Walker,My Baby Left Me,1983,87.056,0.0,1,0,2,1
SOPOJSW12AC468C5D5,Ville Eyolf,Black Debbath,Naar Vi D\xc3\xb8de Rocker,2006,84.157,0.0,4,6,0,1
SOXNNAL12AB0182E8A,Show a Sign of Life,High Strung_ The,These Are Good Times,2003,155.524,0.0,0,7,1,1
SONBZRB12A6D4FA945,What Woman Really Wear To Bed,Steve Harvey,Live ... Down South Somewhere,0,71.229,0.0,11,5,2,0
SOKIDCN12AB01828E0,Gail Wakes Up,Michael Whalen,The Shape Of Life,0,163.12,0.0,0,0,2,1
SOZCFCW12A8C145A3A,The Preacher & the Funeral,LaWanda Page,Mutha Is Half a Word,0,105.395,0.0,5,1,2,1
SOMNOUE12A8C130DDE,Reminisce For A While (Sung With Raul Malo),Neil Diamond,Tennessee Moon,1996,91.302,0.0,5,0,0,1
SOWNIIQ12AC468CB58,N'ayez crainte mesdames,Fred Merpol,En vrai,0,101.954,0.0,7,0,0,0
SOEGCGK12A6D4FB978,I Could Use Another You (Digital Re-Recording),Eddy Raven,The Very Best Of Eddy Raven,0,118.704,0.0,9,9,0,1
SOLHEQX12A8C135403,Honey,Mariah Carey Featuring Da Brat & JD,The Remixes,1997,95.138,0.0,4,1,1,1
SOCXWEG12A6D4FBEA3,I Am Fred Astaire (Album Version),Taking Back Sunday,Where You Want To Be,2004,147.745,0.0,7,2,0,1
SOIFHTU12AC46867F6,Stand (Album Version),Kiss,Sonic Boom,0,126.418,0.0,8,1,0,1
SOZQDOQ12A8C14538E,Aftertaste,X-tv,Three is a crowd,0,141.946,0.0,4,4,0,1
SOSXJSF12A8C13DD2D,Beautiful,Christina Aguilera,Dance Vault Remixes - Beautiful,2002,139.99,0.0,8,3,0,1
SOWTMAZ12A58A7DA40,We All Need Love,Irma Thomas,The Story Of My Life,2008,131.0,0.0,3,3,0,1
SOQZCRW12AC468B0C0,Memphis Jug,Memphis Jug Band,The Best Of The Memphis Jug Band,2001,141.185,0.0,2,6,0,0
SOYRPRE12AB018B083,Blues Again,Rory Block,The Early Tapes 1975-1976,0,85.981,0.0,2,7,0,1
SOZQPHD12AB0183D23,1969,Iggy And The Stooges,Telluric Chaos,1969,231.089,0.0,9,9,0,0
SOQAWIC12A8C13A120,Just One Time,Connie Smith,The Essential Connie Smith,0,121.162,0.0,9,4,0,1
SORYPLB12A8C142025,Boar Hog Blues,Jazz Gillum,Jazz Gillum Vol. 1 1936-1938,1997,140.144,0.0,9,8,2,1
SOBUHQT12AB0186C07,Mr. Wonderful,Peggy Lee,Happy Day Collection - Fonzie's Women,1992,120.716,0.0,7,4,0,1
SOGBEWD12A8C1427C8,Traffic,Truckfighters,Phi,2007,148.363,0.0,11,1,0,1
SOZCWXS12AB018514C,Eight (Album Version),Onesidezero,Is This Room Getting Smaller?,2001,151.746,0.0,6,1,0,0
SOPBAMQ12A8C13A815,Decima Del Tiempo De Antes,Roberto Torres,Lo Mejor De Roberto Torres / Vol. II,0,161.345,0.0,5,0,1,0
SOBRZQM12A6D4F6896,Five Long Years,Freddie King,Getting Ready... (World),1971,148.627,0.0,7,2,0,1
SOWOLDP12A8C132015,Distractions,Dictafone,Wrapped Up In A Five Pound Note,0,101.375,0.0,2,9,0,1
SOWIDQC12AB0183BAE,El Jorobadito,Los Aut\xc3\xa9nticos Decadentes,Vinyl Replica: El Milagro Argentino,1989,88.505,0.0,9,0,0,0
SOUOMRB12AB017EBE9,Within My Blood,Skeletonwitch,Beyond the Permafrost,2004,206.936,0.0,4,0,1,0
SOSECUN12A8C13E654,Rider 4 Real,G Unit ft. 50 Cent_ Lloyd Banks & Tony Yayo,Body Snatcher's,0,94.918,0.0,10,0,0,0
SOQCJNI12A8C142188,Same Game,Leigh Jones,Music in My Soul,2008,103.465,0.0,0,5,0,0
SOYSUZL12A6D4F9005,Ocean Drive,Lighthouse Family,The Very Best Of,1995,90.703,0.0,2,9,0,1
SOSYIEX12A58A7D0F7,More Power To Ya,Petra,Petrafied! (Very Best Of Petra,0,131.634,0.0,4,11,2,1
SOCLYJV12A8C13F5DC,Where We Are From,Lexie Mountain Boys,Sexy Fountain Noise,2006,80.002,0.0,10,9,4,1
SORBCPH12A67ADD062,Headless Heroes (LP Version),Eugene McDaniels,Right On!,0,136.492,0.0,7,0,0,0
SOCERIC12AB0184710,His Love Says (Album),Mark Lowry,For The First Time On Planet Earth,0,99.309,0.0,10,0,1,1
SOYNTSK12AB0184C2F,Danger! She's A Stranger,The Five Stairsteps,Cameo Parkway 1957-1967,2005,93.847,0.0,10,5,0,0
SOKGYMR12A8C1433E3,Don't You Think It's Time To Go,The Del McCoury Band,The Family,0,106.218,0.0,5,0,0,1
SOJKYRI12A58A7D06C,Frieda,David Benoit,Here's To You Charlie Brown - 50 Great Years!,2000,152.077,0.0,0,0,0,1
SOFBCXN12A8C13C8C8,Pick Me Up On Your Way Down,Martina McBride,Timeless,2005,131.074,0.0,0,0,0,1
SOPGUJO12AB0186DF1,He Never Changes,4Him,Face The Nation,0,150.049,0.0,8,0,0,1
SOZSGFG12AB017D099,Min Tou Milate Tou Pediou,Antonis Remos,Antonis Remos Live,0,116.828,0.0,2,9,0,0
SOPWVGR12A8AE46957,Soy De Oaxaca,Los Originales De San Juan,Lo Mejor De Los Originales,0,123.335,0.0,4,0,0,1
SOEDEOK12AB0187B66,National Fencibles March,Henry Mancini,Sousa In Hi-Fi,0,118.719,0.0,5,5,2,1
SOJWWTP12A6D4F8952,I Will Be Free (LP Version),Cindy Morgan,The Definitive Collection,0,94.315,0.0,2,2,2,1
SOHIHSR12AB0184E8F,Everyone's At It,Lily Allen,It's Not Me_ It's You,2009,116.957,0.0,5,0,0,1
SOVBBBP12A58A7B044,Obsession,Rainforest Trio,Beyond Brasil,0,107.965,0.0,1,0,0,1
SOPOGEB12A6D4FB25A,Slow Ride [Live Version],Foghat,Live,1977,114.831,0.0,5,9,0,1
SOPMAEU12A67AE0C81,The World Turned Upside Down,Coldplay,Fix You,2005,136.82,0.0,9,4,0,1
SOSRFJO12A8C13DD88,I Want To Live (Smash Club Mix),Deepface,I Want To Live,0,124.05,0.0,11,6,0,0
SOOJXEP12AB018AD86,Goin' To Hell On A Sled,John D. Loudermilk,The Open Mind Of John D. Loudermilk,0,177.098,0.0,9,4,2,1
SOWFOWK12A6D4F669C,The Fourth Wish,Bruno Sanfilippo,The New Kingdom,2006,179.547,0.0,3,10,2,1
SOLDTNU12A58A7A231,What's Gonna Happen On the 8th Day,Screamin' Jay Hawkins,I Put a Spell on You: The Best Of,1996,116.01,0.0,10,10,2,1
SORQSRN12AB018102E,Playstation Generation,Smut Peddlers,ISM,0,116.638,0.0,11,11,0,0
SOPWPTN12A58A7CBAF,Lake Charles Two-Step,The California Cajun Orchestra,Not Lonesome Anymore,0,201.578,0.0,7,7,2,1
SOWPBNN12AB01848B1,Well Oh Well,Tiny Bradshaw,The History of Rhythm and Blues - Disc 3,2004,106.565,0.0,0,8,0,0
SOJSFWQ12AB0180A1A,Times Up,DJ Spinn,Soul Searchin' Part 2,0,240.5,0.0,1,8,0,0
SOBPRCW12AB0186D3E,Assassin,Floor,Below & Beyond,2002,156.179,0.0,4,2,1,0
SOHGJKE12AB0181C65,Get Your Head Stuck On Your Neck,Soul Mekanik,Get Your Head Stuck On Your Neck,0,125.584,0.0,7,0,1,1
SONRABC12AB0181584,Romeo's Exile,Liam O'Flynn,Celtic Twilight 6,1995,122.425,0.0,0,7,2,1
SODXWSC12A8C13828F,Only Love,Daryl Hall & John Oates,Change Of Season,1990,118.427,0.0,9,4,0,1
SOBAMAA12AB0187CB1,Sample Track 17,Simon Harris,Wicked Disco & Soul Breaks,0,92.046,0.0,1,0,1,1
SOBBFPC12A8C142932,The Man From U.N.C.L.E.,The London Theatre Orchestra,Ultimate Cult Themes,0,166.925,0.0,5,0,0,1
SOJQTVV12A8C134387,That you fool ed me,Wilks,Brightess night,0,94.997,0.0,6,6,0,1
SOFNAUM12AB01863B4,Ain't That Loving You Baby,John Hammond,Bluesman,0,130.99,0.0,4,4,1,0
SODXTQB12AB018A5C0,Crustaceans As Castanets,Pagan Wanderer Lu,European Monsoon,0,140.247,0.0,0,0,0,1
SOXIIPZ12A8C13EDC0,Is It The Skin I'm In?,Lyrics Born,Everywhere At Once,2008,151.051,0.0,8,8,0,0
SOWGJTP12AB018637B,Requiem Blaster,Pumpkin Buzzard,Perfect Dragon,0,111.004,0.0,0,8,0,0
SODPYXE12A58A7AF97,Problems,Mikey Dread,SWALK,0,137.746,0.0,5,5,0,0
SOGSOTK12A6D4FA596,Josephine (French Edit),Chris Rea,Weekend Songs,2008,110.1,0.0,3,1,0,0
SOLIGLL12AB018C551,Blueberry Hill,Gene Autry,Back In The Saddle Again,1992,107.718,0.0,0,0,2,1
SOLLXZJ12A6D4F96B0,I Constantly Thank God For Esteban (Album Version),Panic! At The Disco,A Fever You Can't Sweat Out,2005,167.011,0.0,7,0,0,0
SOAFQZW12A58A77CA5,Ju Ju,Poncho Sanchez,Latin Spirits,2001,213.718,0.0,1,0,0,1
SOPBKDI12A8C137D8F,Mass No. 19 in D minor_ 'Requiem' K626: Lacrimosa,Patrizia Pace/Waltraud Meier/Frank Lopardo/James Morris/Swedish Radio Choir/Stockholm Chamber Choir/Berliner Philharmoniker/Riccardo Muti,Mozart - Sacred Choral Works,0,37.42,0.0,2,9,2,0
SOVPJZV12A6D4F9D73,Estudio,Eduardo Fernandez,The Spanish Guitar - The Top 10,0,127.949,0.0,4,11,4,1
SOGMQBQ12AB017A9D1,Con Alma,The Fureys,The Dizzy Gillespie Alumni All-Stars: Dizzy's 80th Birthday Party,0,120.083,0.0,1,0,0,1
SOBUPHJ12A58A7C7F8,I Walked Today Where Jesus Walked,Bill & Gloria Gaither,Jerusalem Homecoming,0,152.606,0.0,2,9,0,1
SOHWCBC12A6D4F7596,Spanish Grease,Nestor Torres,The Very Best of Nestor Torres,0,122.985,0.0,5,0,3,1
SOCJCPS12AB017D8AE,Please Belive It,Mr. De',Belive In Soul E.P.,0,112.962,0.0,0,0,0,1
SOHCSLO12A8C14171E,Queen Street Rag (144826),Birmingham Jubilee Singers,Birmingham Jubilee Singers Vol. 2 (1927-1930),0,108.049,0.0,11,11,2,1
SOKRMXG12A8C13AB54,Song Of The Valley,John Cale,Artificial Intelligence,1985,134.258,0.0,7,7,0,1
SODIOXW12A6D4FD0D3,Bystander (Album Version),unloco,Healing,2001,145.717,0.0,8,8,0,1
SOQLAUY12A6D4F900A,Need To Belong To Someone,The Impressions,Times Have Changed,1972,90.089,0.0,10,10,0,1
SODAWYC12A8C13B094,Times Square,T Lavitz,T Lavitz And The Bad Habitz,0,118.183,0.0,6,2,2,0
SOQPGCD12A8C13CF85,Ain`t got nothing ( feat. David Banner & Eddy Soulo ),Samy Deluxe,So Deluxe So Glorious,2005,111.253,0.0,1,1,1,0
SOPWCJF12AB0183997,Old Man Rocking Chair,John Williams,Dusty Porch,2004,67.458,0.0,4,4,0,1
SOXCIAD12AB0181701,Macarena,Los Del Rio,Party Time,1993,206.376,0.0,11,8,0,1
SOQBPJS12AC3DF56FC,One Little Baby,The Wilburns,More Than Religion,0,117.492,0.0,7,7,0,1
SOIWLJY12A8C13CBF3,Bonnie Mae,Solas,The Hour Before Dawn,0,140.09,0.0,0,0,0,1
SOZWVZN12A6D4FB762,Light,Dann Huff,Solos,0,120.366,0.0,0,6,0,1
SOADCFY12A6310E353,Rock The House (Radio Edit),Gorillaz,G-Sides,2001,171.924,0.0,2,1,0,1
SOZHGBF12A8AE49137,Les Femmes Des Autres,Jacques Dutronc,Int\xc3\xa9grale Les Cactus,1969,122.826,0.0,2,9,0,1
SOTSEIR12A8C141BA6,I Can't Stand It,Sam Baker,Sugar Man,2005,111.852,0.0,8,1,2,1
SOZZBDC12A8C146917,Fall River Legend: Conversation: Morton Gould/Agnes de Mille,Morton Gould,Fall River Legend,0,47.891,0.0,7,7,4,1
SOBCBQB12A8AE47374,Looking Back,John Mayall & The Bluesbreakers,Looking Back,1997,131.198,0.0,0,7,2,1
SOIKTUX12A6D4F3E39,Spent,Darwin's Waiting Room,Orphan,2001,104.972,0.0,4,0,0,1
SOHBIKM12AB01840AF,Cabaret,Mademoiselle Sane,La petite boite en fer,2007,121.797,0.0,5,1,0,0
SOFXTES12AB01831D1,The Sun is here for you,Jane Winther,Songs - The Sun is here for you,0,90.556,0.0,7,2,0,1
SOZWMDF12AB018317A,Idnnitkhtr,TAKARU,There Can Be Only None,2004,121.549,0.0,11,1,0,0
SOSKTOI12AB01843A5,The Song Is You,Percy Faith,A Jerome Kern Songbook,0,107.405,0.0,10,5,2,1
SOODZRY12A6D4F81A0,It's All Understood,Jack Johnson,Flake,2000,131.4,0.0,10,9,0,1
SOEYCMO12A8C13CDBB,Venti scudi,Juan Diego Fl\xc3\xb3rez / Mariusz Kwiecen / Orquestra de la Comunitat Valenciana / Daniel Oren,Bel Canto Spectacular,0,60.856,0.0,1,5,2,1
SOZCCPL12AB017C957,Al maestro,El Barrio,Mal de amores,0,107.021,0.0,5,0,0,1
SOFHIRE12A6D4FB518,The Ball,Harry Gregson-Williams,Shrek 2,2004,93.104,0.0,10,0,0,1
SOOKORU12AB01808EA,I Heard It Throught The Grapevine,Creedence Clearwater Revived,Live Warsaw 2000,0,123.261,0.0,9,0,1,0
SOESALW12A6D4F7BBD,All That's Left,Thrice,The Artist In The Ambulance,2003,182.977,0.0,7,7,1,0
SOBYAAS12A8C1442B1,Golden Touch (LP Version),Shinehead,Unity,1988,151.255,0.0,10,0,0,0
SOJIGTT12A6D4FC3BA,Over And Out [Album Version],Britny Fox,Bite Down Hard,1991,149.01,0.0,11,6,1,1
SORSXYJ12AB01882C9,(Coffee's For Closers),Fall Out Boy,Folie \xc3\xa0 Deux,2008,155.038,0.0,4,4,0,1
SOSXQPZ12AB01800CB,You're Not Alone,Olive,Ministry of Sound Presents Chilled II 1991-2009,0,135.111,0.0,5,0,0,1
SOPMIWW12A58A7EE90,White Girl Who Can Dance,HardNox,I Go Dumb Of This Heavy Metal,0,144.038,0.0,2,1,0,1
SOAVRJE12A58A798CE,Meu Bem Meu Mal (Mi Bien Mi Mal),Gal Costa,Cores_ Nomes,0,145.099,0.0,5,0,4,1
SOMJFYS12A8C13E24C,Why U Mad At Me (Explicit Screwed Version),T.I.,Urban Legend,2004,148.877,0.0,6,1,0,0
SOORXAG12AB01886FD,We Didn't Kill Each Other (But Didn't We Try) [Originally Performed by Dallas Wayne],The Meatmen,Cover the Earth,0,193.361,0.0,2,9,0,1
SOCAMQU12AB0182111,Don't Do That,Pinchers,Dirt Low,0,92.01,0.0,11,10,1,1
SOKELXZ12A8C13B501,The Legend of Yellow Boobie,Year of Desolation,Your Blood_ My Vendetta,2005,223.323,0.0,1,1,1,1
SOKEKSF12AAF3B3977,Chuckanut Drive,Power Pill Fist,Kongmanivong,2008,138.387,0.0,5,0,1,1
SOLMKME12B0B8081D3,Slave Song,Sade,Lovers Rock,2000,118.023,0.0,6,0,0,0
SODIPHG12A58A7BEA6,Can't Stop Cocoa Tea,Cocoa Tea,Weh Dem A Go Do...Can't Stop Cocoa Tea,1991,146.474,0.0,1,5,0,1
SOBNDJL12AB01806C3,Hot Girls,Kiprich,Riddim Driven: Caribbean Style,0,101.214,0.0,2,1,0,1
SOIUVCM12AB0186D78,Crave and Wonder,Arc Angels,Living In A Dream,0,120.032,0.0,2,4,0,1
SONTBKA12A8C144020,U Not Like Me,50 Cent,Get Rich Or Die Tryin',2002,92.649,0.0,6,1,1,1
SOFUXYZ12AB018C902,Junko partner,Mike Bloomfield,Diamond Master Series - Mike Bloomfield,1996,167.553,0.0,3,8,2,1
SOCIKSS12AB01841A8,Merry Christmas Baby,The Continentals,Merry Christmas Baby,0,111.199,0.0,5,5,0,1
SOKYTFZ12AB0189A73,Mark Practices,Rolfe Kent,17 Again,0,69.986,0.0,1,9,2,0
SOJGPHT12A6D4FA2BF,The Windmills Of Your Mind,Toots Thielemans,Footprints,0,121.971,0.0,5,0,2,1
SOEWQUV12A8AE46AA4,Mighty Lak' a Rose,Marilyn Horne,Rockabye Baby - Lullabies with Orchestra,0,59.863,0.0,10,10,2,0
SOZONTS12A6D4F746E,Que Viva El Amor,Flor Silvestre,La Voz Que Acaricia,0,45.683,0.0,4,4,0,0
SOZSPRJ12A8C13EC7C,En mis besos,Caf\xc3\xa9 Quijano,La taberna del Buda,2001,98.185,0.0,2,7,0,0
SOZEPNS12A8AE4766D,Performance (Remastered),Happy Mondays,Bummed,1988,109.205,0.0,0,7,1,1
SOUGRYN12A8AE4606C,Grandma (Screwed & Chopped Version),Mike Jones,Who Is Mike Jones? Screwed & Chopped,0,142.729,0.0,2,1,1,1
SOPHYGD12CF5F890A6,I've Got The World On A String,Charlie Byrd Trio,I've Got the World On a String,0,108.998,0.0,2,1,0,0
SOQFLWF12AB017EF20,Anya,Marvin Hamlisch,The Spy Who Loved Me (Soundtrack),1977,76.738,0.0,4,11,2,0
SOBLUAT12A8C140982,Jolie Blon's Gone,Harry Choates,Cajun Honky Tonk,2005,89.803,0.0,9,9,0,1
SOHDZDZ12A6D4F7238,Crawlspace,Beastie Boys,To The 5 Boroughs,2004,108.013,0.0,1,0,0,1
SOLFRPO12AB018C705,Juno,Zuma,Juno,2001,161.919,0.0,9,9,0,1
SODWUKB12AB0180C2A,Tocame,Gisselle,Atada,2008,136.7,0.0,9,0,0,1
SOYIGVH12A8C144B02,Fairytale Land,Dora The Explorer,Dora The Explorer,0,120.206,0.0,0,7,1,1
SONCVTJ12AB01797ED,Know Thyself,Atom,I Have Returned,0,137.903,0.0,3,7,0,1
SOQHOZN12AC468B4BC,Rockin' At Midnight,Roy Brown,Long 'Bout Midnight,0,157.875,0.0,9,0,2,0
SOFKWOZ12AB018B51C,Aho,Meiway,M20,0,92.979,0.0,7,7,0,1
SOCUNKO12A8C132AF5,Problems,The Real Kids,No Place Fast,0,156.645,0.0,0,0,0,1
SOJRZPS12AB01853C9,The Last Song,The Fool'S Nose,Old News,0,85.762,0.0,4,2,2,0
SODCIIZ12A8C13C0C5,Heart it Races (Yacht's I Should Coco Mix),Architecture In Helsinki,Heart It Races Remixes,0,220.181,0.0,10,1,0,0
SOXWHQK12A67020E88,Don't Knock Love,Barbara Carr,A Decade Of Chicago's Finest,0,89.157,0.0,4,0,0,1
SOMTQJY12CF58265F5,24 Hours from Tulsa (Bonus Track),Claire Hamill,Touchpaper,0,124.942,0.0,9,4,1,1
SOYJVQR12AB01835DE,Destiny Ft: Lesk One,Ol' Dirty Bastard,Message To The Other Side (Osirus Part 1),0,90.473,0.0,7,9,0,1
SOKIWRW12AB017FAD7,Aljarafe,Lole y Manuel,Aljarafe,1992,85.472,0.0,6,10,2,1
SOXBPJO12A8C1401AC,It's Not What You Say,Louie Ramirez,Ali Baba,1968,125.028,0.0,5,0,0,1
SOCBGSL12A8C13747D,You Still Believe in Me,Rockabye Baby!,Lullaby Renditions of The Beach Boys,0,74.619,0.0,11,11,0,1
SOZOEUF12AB017E66A,Way Beyond,32 Leaves,Panoramic,2009,137.951,0.0,11,8,0,1
SOMAYCY12A6D4F936C,Oprah (Album Version),Kathleen Madigan,In Other Words,2006,87.392,0.0,7,5,2,0
SONSBJS12A67ADE7EC,Yhteinen koti,Irwin Goodman,Erikoiset,2001,189.997,0.0,2,1,0,1
SOUVHAM12A6D4FA42A,Korea (LP Version),Deftones,White Pony,2000,178.339,0.0,7,1,1,1
SOTBYJX12AB0188922,(I Used To Couldn't Dance) Tight Pants,Eagles Of Death Metal,Heart On,2008,237.831,0.0,7,9,0,1
SOAMLRD12AAF3B35AC,Too Late,Peter Hunningale,Mr. Government,0,165.898,0.0,9,1,1,0
SOZXBAJ12AB017F858,Big Boss Man,John Hammond,The Best Of,1965,95.434,0.0,5,5,2,1
SOCVNKY12A6D4FBC5E,Machinenfunk,1. Futurologischer Congress,Sch\xc3\xbctzt die Verliebten,1982,146.036,0.0,0,1,0,1
SONEIYL12AB0180FE4,I'm Going All The Way (Album),Ann Nesby,Ann Nesby's Soulful Christmas,0,107.466,0.0,0,0,0,1
SOXQVRI12A6D4F8E28,The Christmas Song,David Banner / Sky / Marcus,MTA2-Baptized In Dirty Water,0,87.033,0.0,7,7,0,1
SOSEVUC12A8C145671,Thats What I Like About a Country Song,Aaron Watson,Angels & Outlaws,2008,138.471,0.0,7,7,0,1
SOHTAHZ12A8C130B46,Kenourgios Erotas,POLINA,Kenourgios Erotas,0,182.153,0.0,5,1,0,0
SOWLHNY12AB0180F0C,Protect You,Tim Hornsby,Protect You,0,150.655,0.0,1,1,2,1
SONRSKV12AB018B6A1,Woman Shy,Jerry Reed,Oh What A Woman,1967,121.371,0.0,5,5,0,1
SOVOHEI12AB017C590,"Take The ""A"" Train",Les Brown,Live 12 May 1957,0,140.97,0.0,1,5,0,1
SOALPEZ12A8C132E29,Frankie And Johnny,Gene Autry,"Blues Singer 1929-1931 ""Booger Rooger Saturday Nite",1996,81.829,0.0,2,9,0,1
SOGYRUP12AB017FB4C,Have Thine Own Way,Michael Bloomfield,If You Love These Blues_ Play'em As You Please,0,121.218,0.0,7,2,0,1
SOFKEIK12A6310D86A,Stop Breaking Down (1994 Digital Remaster),The Rolling Stones,Exile On Main St,0,104.503,0.0,9,9,2,1
SODAABR12A58A7A953,I Never Shall Forget That Day (Reunion Album Version),Bill & Gloria Gaither,Reunion,0,145.907,0.0,2,9,2,1
SOFGDDZ12AB0186E67,Orgullo,Los Cisnes,16 Exitos De Los Mejores Trios Mexicanos,0,101.308,0.0,4,9,0,0
SONMFZP12A8C14297C,Limbo Rock,Dora The Explorer,Dora The Explorer Dance Fiesta!,2006,105.019,0.0,11,1,0,0
SOJPXOL12A58A793B9,Xtra Thump (Featuring Tash from Tha Alkaholiks),Defari,Odds & Evens,2003,80.891,0.0,7,0,0,1
SOECDUV12AAF3B38B4,You Gave Me A Mountain,The Jordanaires,The King's Harmoniers,0,100.327,0.0,0,4,0,1
SONFAMH12A6D4FA1FE,Cellular Phone,Bounty Killer,Nah No Mercy - The Warlord Scrolls,1995,159.798,0.0,0,0,0,1
SOUKJOM12AF72A5F91,Shadow After Dark,Ana Popovic,Still Making History,2007,177.362,0.0,8,0,0,1
SOUUNYT12AB0184F40,It's All In My Mind,Teenage Fanclub,Man-made,2005,122.002,0.0,5,5,0,1
SOWLGVU12AC3DFA925,Why Did You All Lie to Me?,Dario Marianelli,Everybody's Fine,2009,162.487,0.0,7,7,0,0
SOESPAS12AB017DBAE,14 Botellas,2 Minutos,Valentin Alsina,1994,103.54,0.0,7,1,1,1
SOEJJAZ12A8C132CAF,Heft*,Fastway,Trick Or Treat - Original Motion Picture Soundtrack  Featuring FASTWAY,0,134.819,0.0,9,4,0,1
SOJVAKH12AB0184F65,Some Guys Have All The Luck,Robert Palmer,At The BBC,1981,126.513,0.0,2,1,1,1
SOGVOOU12A8AE4643A,Sun Shower - Cadence Weapon Remix (Cd),Busdriver,Sun Shower,2007,129.993,0.0,11,1,0,0
SOITJXD12A8C133C31,What Are You Fighting For,Gyptian,Strictly One Drop,0,147.436,0.0,2,1,0,1
SOBXZGV12A6702074F,Bi Thus A Mo Shuile (LP Version),Maire Brennan,Whisper To The Wild Water,0,67.76,0.0,7,0,0,1
SOFJJXH12A6D4F8104,Move On,Paul Stanley,Paul Stanley,1978,140.172,0.0,5,0,2,1
SOQRBPU12AB018560B,Bald Head,Professor Longhair,And... R&B was born,1980,156.803,0.0,10,10,2,1
SOAPNML12A8C13B696,Cold Youth,Cut Copy,In Ghost Colours,2008,128.006,0.0,11,9,0,0
SOCHBZX12A8C141F2B,Wailing Sounds,Jimmy Page,Get the Led Out - Led Zeppelin Salute,2004,184.456,0.0,2,2,2,0
SOTUDGH12A8C13FED6,Evergreen,Rubyhorse,Rise,2002,129.909,0.0,7,9,0,1
SOOYKEK12A8C13B1DD,Rebel Music,Wyclef Jean featuring Prodigy of Mobb Deep,The Preacher's Son,2003,196.04,0.0,2,9,0,1
